route,page_type,page_title,section_title,content_category,image_src,asset_id,alt_text,actual_visual,expected_visual,match_status,severity,current_reuse_count,recommended_action
/blog/soccer-teamwear-supplier-uk/,article,Soccer Teamwear Supplier Uk,,soccer teamwear supplier uk soccer teamwear supplier uk | custom football kits britain | poxiol   po,https://cdn.sanity.io/images/oqpv1xbc/production/752e687cc33c214d844f6ba31ad3ab2d3beae6f3-1672x941.png,image-752e687cc33c214d844f6ba31ad3ab2d3beae6f3-1672x941-png,POXIOL Soccer Teamwear Supplier Uk,unclear,soccer,unclear,LOW,2,
/blog/soccer-teamwear-supplier-usa/,article,Soccer Teamwear Supplier Usa,,soccer teamwear supplier usa soccer teamwear supplier usa | custom football kits america | poxiol   ,https://cdn.sanity.io/images/oqpv1xbc/production/500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941.webp,image-500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941-webp,POXIOL Soccer Teamwear Supplier Usa,unclear,soccer,unclear,LOW,9,
/contact/,site-page,Get in Touch.,,get in touch. contact poxiol | get free custom teamwear mockup   poxiol contact,https://cdn.sanity.io/images/oqpv1xbc/production/3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768.png,image-3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768-png,POXIOL Contact,unclear,mockup/design,unclear,LOW,12,
/customization/,site-page,Total Creative Control,,total creative control unlimited teamwear customization options | poxiol   poxiol customization,https://cdn.sanity.io/images/oqpv1xbc/production/bd27eaada59c34905cbe847ae00131ccf3988670-1672x941.webp,image-bd27eaada59c34905cbe847ae00131ccf3988670-1672x941-webp,POXIOL Customization,unclear,unclear,unclear,LOW,4,
/design-gallery/,other,,Custom Teamwear Design Inspiration, custom teamwear design gallery | poxiol inspiration custom teamwear design inspiration  storm court,/images/designs/storm-court-basketball.webp,,Storm Court Basketball Set,basketball,unclear,unclear,LOW,0,
/design-gallery/,other,,Custom Teamwear Design Inspiration, custom teamwear design gallery | poxiol inspiration custom teamwear design inspiration storm court ,/images/designs/united-field-soccer-kit.webp,,United Field Soccer Kit,soccer,unclear,unclear,LOW,0,
/design-gallery/,other,,Custom Teamwear Design Inspiration, custom teamwear design gallery | poxiol inspiration custom teamwear design inspiration united field,/images/designs/falcons-baseball-uniform.webp,,Falcons Baseball Uniform,baseball/softball,unclear,unclear,LOW,0,
/design-gallery/,other,,Custom Teamwear Design Inspiration, custom teamwear design gallery | poxiol inspiration custom teamwear design inspiration falcons base,/images/designs/velocity-running-singlet.webp,,Velocity Running Singlet,training wear,unclear,unclear,LOW,0,
/design-gallery/,other,,Custom Teamwear Design Inspiration, custom teamwear design gallery | poxiol inspiration custom teamwear design inspiration velocity run,/images/designs/pro-training-tracksuit.webp,,Pro Training Tracksuit,training wear,unclear,unclear,LOW,0,
/design-gallery/,other,,Custom Teamwear Design Inspiration, custom teamwear design gallery | poxiol inspiration custom teamwear design inspiration pro training,/images/designs/rangers-volleyball-set.webp,,Rangers Volleyball Set,volleyball,unclear,unclear,LOW,0,
/design-gallery/,other,,Custom Teamwear Design Inspiration, custom teamwear design gallery | poxiol inspiration custom teamwear design inspiration rangers voll,/images/designs/titans-football-uniform.webp,,Titans Football Uniform,mockup/design,unclear,unclear,LOW,0,
/design-gallery/,other,,Custom Teamwear Design Inspiration, custom teamwear design gallery | poxiol inspiration custom teamwear design inspiration titans footb,/images/designs/elite-golf-polo-set.webp,,Elite Golf Polo Set,golf,unclear,unclear,LOW,0,
/design-gallery/,other,,Custom Teamwear Design Inspiration, custom teamwear design gallery | poxiol inspiration custom teamwear design inspiration elite golf p,/images/designs/samoa-rugby-jersey.webp,,Samoa Rugby Pro Jersey,rugby,unclear,unclear,LOW,0,
/design-gallery/,other,,Custom Teamwear Design Inspiration, custom teamwear design gallery | poxiol inspiration custom teamwear design inspiration samoa rugby ,/images/designs/cyber-league-esports.webp,,Cyber League Pro Jersey,esports,unclear,unclear,LOW,0,
/factory/,site-page,Custom Teamwear Factory in China,,custom teamwear factory in china custom teamwear factory in china | poxiol   poxiol factory,https://cdn.sanity.io/images/oqpv1xbc/production/66ead13a5a42384f7d175a765e9709b9eb613d46-1448x1086.webp,image-66ead13a5a42384f7d175a765e9709b9eb613d46-1448x1086-webp,POXIOL Factory,unclear,factory,unclear,LOW,4,
/factory/,site-page,Custom Teamwear Factory in China,Production capability that can be explained clearly,custom teamwear factory in china custom teamwear factory in china | poxiol production capability tha,/images/factory/factory-main.webp,,POXIOL factory production area,factory,factory,match,OK,0,
/free-mockup/,site-page,Free Mockup Design.,,free mockup design. get a free custom teamwear mockup | poxiol   poxiol free mockup,https://cdn.sanity.io/images/oqpv1xbc/production/3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768.png,image-3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768-png,POXIOL Free Mockup,unclear,mockup/design,unclear,LOW,12,
/free-mockup/,site-page,Free Mockup Design.,Request Free Mockup,free mockup design. get a free custom teamwear mockup | poxiol request free mockup  poxiol custom te,/images/free-mockup/mockup-process.webp,,POXIOL custom teamwear free mockup workflow,mockup/design,mockup/design,match,OK,0,
/get-quote/,site-page,Factory Direct Quote.,,factory direct quote. get a factory quote | poxiol   poxiol get quote,https://cdn.sanity.io/images/oqpv1xbc/production/bcb5f223883abc85aa9d2d103c55c04aef10689a-1672x941.webp,image-bcb5f223883abc85aa9d2d103c55c04aef10689a-1672x941-webp,POXIOL Get Quote,unclear,factory,unclear,LOW,3,
/guides/b2b-sourcing-faq/,article,B2B Sourcing Faq,,b2b sourcing faq b2b sourcing faq: factory verification &amp; technical specs   poxiol b2b sourcing ,https://cdn.sanity.io/images/oqpv1xbc/production/752e687cc33c214d844f6ba31ad3ab2d3beae6f3-1672x941.png,image-752e687cc33c214d844f6ba31ad3ab2d3beae6f3-1672x941-png,POXIOL B2B Sourcing Faq,unclear,unclear,unclear,LOW,2,
/guides/basketball-uniform-size-guide/,article,Basketball Uniform Size Guide,,basketball uniform size guide basketball uniform size guide | find your perfect fit   poxiol basketb,https://cdn.sanity.io/images/oqpv1xbc/production/30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941.webp,image-30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941-webp,POXIOL Basketball Uniform Size Guide,unclear,basketball,unclear,LOW,14,
/guides/custom-basketball-uniform-fabric-gsm/,article,Custom Basketball Uniform Fabric Gsm,,custom basketball uniform fabric gsm basketball uniform fabric gsm guide: 140–180 gsm specs | poxiol,https://cdn.sanity.io/images/oqpv1xbc/production/3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768.png,image-3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768-png,POXIOL Custom Basketball Uniform Fabric Gsm,unclear,basketball,unclear,LOW,12,
/guides/how-to-choose-teamwear-manufacturer-china/,article,How To Choose Teamwear Manufacturer China,,how to choose teamwear manufacturer china evaluating teamwear manufacturers in china: b2b sourcing g,https://cdn.sanity.io/images/oqpv1xbc/production/3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768.png,image-3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768-png,POXIOL How To Choose Teamwear Manufacturer China,unclear,unclear,unclear,LOW,12,
/guides/how-to-order-custom-basketball-uniforms/,article,How To Order Custom Basketball Uniforms,,how to order custom basketball uniforms how to order custom basketball uniforms | 5-step ordering gu,https://cdn.sanity.io/images/oqpv1xbc/production/e8d01c2f997d5ed28f0195d170409051bc927ffa-1024x1024.png,image-e8d01c2f997d5ed28f0195d170409051bc927ffa-1024x1024-png,POXIOL How To Order Custom Basketball Uniforms,unclear,basketball,unclear,LOW,4,
/guides/private-label-teamwear-manufacturing/,article,Private Label Teamwear Manufacturing,,private label teamwear manufacturing private label teamwear manufacturing: b2b brand guide | poxiol ,https://cdn.sanity.io/images/oqpv1xbc/production/500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941.webp,image-500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941-webp,POXIOL Private Label Teamwear Manufacturing,unclear,unclear,unclear,LOW,9,
/guides/sublimation-printing-guide/,article,Sublimation Printing Guide,,sublimation printing guide what is sublimation printing? | teamwear technology guide   poxiol sublim,https://cdn.sanity.io/images/oqpv1xbc/production/283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768.png,image-283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768-png,POXIOL Sublimation Printing Guide,unclear,unclear,unclear,LOW,11,
/guides/teamwear-sample-approval-checklist/,article,Teamwear Sample Approval Checklist,,teamwear sample approval checklist teamwear sample approval checklist for b2b buyers | poxiol   poxi,https://cdn.sanity.io/images/oqpv1xbc/production/e8d01c2f997d5ed28f0195d170409051bc927ffa-1024x1024.png,image-e8d01c2f997d5ed28f0195d170409051bc927ffa-1024x1024-png,POXIOL Teamwear Sample Approval Checklist,unclear,unclear,unclear,LOW,4,
/,homepage,"Custom Teamwear Manufacturer for Clubs, Schools and Sportswear Brands",,"custom teamwear manufacturer for clubs, schools and sportswear brands custom teamwear manufacturer |",https://cdn.sanity.io/images/oqpv1xbc/production/283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768.png,image-283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768-png,POXIOL Homepage,unclear,generic multi-sport,unclear,LOW,11,
/,homepage,"Custom Teamwear Manufacturer for Clubs, Schools and Sportswear Brands",Custom Teamwear Matrix,"custom teamwear manufacturer for clubs, schools and sportswear brands custom teamwear manufacturer |",https://cdn.sanity.io/images/oqpv1xbc/production/4c177e4e98c99d5c4bef49e9a3e7956ab948410a-1376x768.png,image-4c177e4e98c99d5c4bef49e9a3e7956ab948410a-1376x768-png,POXIOL Basketball Uniforms,unclear,generic multi-sport,unclear,LOW,6,
/,homepage,"Custom Teamwear Manufacturer for Clubs, Schools and Sportswear Brands",Custom Teamwear Matrix,"custom teamwear manufacturer for clubs, schools and sportswear brands custom teamwear manufacturer |",https://cdn.sanity.io/images/oqpv1xbc/production/22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941.webp,image-22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941-webp,POXIOL Soccer Jerseys,unclear,generic multi-sport,unclear,LOW,12,
/,homepage,"Custom Teamwear Manufacturer for Clubs, Schools and Sportswear Brands",Custom Teamwear Matrix,"custom teamwear manufacturer for clubs, schools and sportswear brands custom teamwear manufacturer |",https://cdn.sanity.io/images/oqpv1xbc/production/30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941.webp,image-30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941-webp,POXIOL Training Wear,unclear,generic multi-sport,unclear,LOW,14,
/,homepage,"Custom Teamwear Manufacturer for Clubs, Schools and Sportswear Brands",Custom Teamwear Matrix,"custom teamwear manufacturer for clubs, schools and sportswear brands custom teamwear manufacturer |",https://cdn.sanity.io/images/oqpv1xbc/production/3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768.png,image-3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768-png,POXIOL Hoodies Jackets,unclear,generic multi-sport,unclear,LOW,12,
/manufacturing/,site-page,Professional OEM &amp; ODM Teamwear Manufacturing,,professional oem &amp; odm teamwear manufacturing oem sportswear manufacturing | poxiol   poxiol man,https://cdn.sanity.io/images/oqpv1xbc/production/5672ddaf07dbaee8c9c9ad809fa69ee28703bf17-1672x941.webp,image-5672ddaf07dbaee8c9c9ad809fa69ee28703bf17-1672x941-webp,POXIOL Manufacturing,unclear,factory,unclear,LOW,7,
/manufacturing/,site-page,Professional OEM &amp; ODM Teamwear Manufacturing,Manufacturing modules,professional oem &amp; odm teamwear manufacturing oem sportswear manufacturing | poxiol manufacturin,/images/manufacturing/sublimation.webp,,Sublimation printing for custom teamwear,factory,factory,match,OK,0,
/manufacturing/,site-page,Professional OEM &amp; ODM Teamwear Manufacturing,Manufacturing modules,professional oem &amp; odm teamwear manufacturing oem sportswear manufacturing | poxiol manufacturin,/images/manufacturing/factory-line.webp,,POXIOL factory production line,factory,factory,match,OK,0,
/manufacturing/,site-page,Professional OEM &amp; ODM Teamwear Manufacturing,Manufacturing modules,professional oem &amp; odm teamwear manufacturing oem sportswear manufacturing | poxiol manufacturin,/images/manufacturing/packing-shipping.webp,,Packing and shipping custom uniforms,factory,factory,match,OK,0,
/oem-odm/,site-page,OEM/ODM Partner,,oem/odm partner oem/odm sportswear manufacturer | poxiol   poxiol oem design studio,/images/solutions/oem-odm-catalog.jpg,,POXIOL OEM Design Studio,unclear,factory,unclear,LOW,0,
/products/basketball-uniforms-basketball-jerseys/,product,Basketball Uniforms Basketball Jerseys,,basketball uniforms basketball jerseys basketball jerseys   poxiol basketball uniforms basketball je,https://cdn.sanity.io/images/oqpv1xbc/production/3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768.png,image-3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768-png,POXIOL Basketball Uniforms Basketball Jerseys,unclear,basketball,unclear,LOW,12,
/products/basketball-uniforms-basketball-shorts/,product,Basketball Uniforms Basketball Shorts,,basketball uniforms basketball shorts basketball shorts   poxiol basketball uniforms basketball shor,https://cdn.sanity.io/images/oqpv1xbc/production/283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768.png,image-283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768-png,POXIOL Basketball Uniforms Basketball Shorts,unclear,basketball,unclear,LOW,11,
/products/basketball-uniforms-full-team-sets/,product,Basketball Uniforms Full Team Sets,,basketball uniforms full team sets full team sets   poxiol basketball uniforms full team sets,https://cdn.sanity.io/images/oqpv1xbc/production/22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941.webp,image-22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941-webp,POXIOL Basketball Uniforms Full Team Sets,unclear,basketball,unclear,LOW,12,
/products/basketball-uniforms-reversible-jerseys/,product,Basketball Uniforms Reversible Jerseys,,basketball uniforms reversible jerseys reversible jerseys   poxiol basketball uniforms reversible je,https://cdn.sanity.io/images/oqpv1xbc/production/500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941.webp,image-500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941-webp,POXIOL Basketball Uniforms Reversible Jerseys,unclear,basketball,unclear,LOW,9,
/products/basketball-uniforms/,product,Basketball Uniforms,,basketball uniforms custom basketball uniform manufacturer | oem sublimated jerseys &amp; shorts | p,https://cdn.sanity.io/images/oqpv1xbc/production/4c177e4e98c99d5c4bef49e9a3e7956ab948410a-1376x768.png,image-4c177e4e98c99d5c4bef49e9a3e7956ab948410a-1376x768-png,POXIOL Basketball Uniforms Custom Uniforms,unclear,basketball,unclear,LOW,6,
/products/basketball-uniforms/,product,Basketball Uniforms,Professional Customization Support,basketball uniforms custom basketball uniform manufacturer | oem sublimated jerseys &amp; shorts | p,/images/poxiol-v6/manufacturing_sublimation_printing.png,,POXIOL Sublimation Factory,factory,basketball,mismatch,HIGH,0,
/products/basketball-uniforms/,product,Basketball Uniforms,Professional Customization Support,basketball uniforms custom basketball uniform manufacturer | oem sublimated jerseys &amp; shorts | p,/images/poxiol-v6/manufacturing_quality_control.png,,POXIOL QC Protocol,factory,basketball,mismatch,HIGH,0,
/products/basketball-uniforms/,product,Basketball Uniforms,Original Teamwear Design Concepts,basketball uniforms custom basketball uniform manufacturer | oem sublimated jerseys &amp; shorts | p,https://cdn.sanity.io/images/oqpv1xbc/production/30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941.webp,image-30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941-webp,POXIOL Custom Soccer Match Kit Design,unclear,basketball,unclear,LOW,14,
/products/basketball-uniforms/,product,Basketball Uniforms,Original Teamwear Design Concepts,basketball uniforms custom basketball uniform manufacturer | oem sublimated jerseys &amp; shorts | p,https://cdn.sanity.io/images/oqpv1xbc/production/3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768.png,image-3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768-png,POXIOL Basketball Uniforms Basketball Jerseys Design,unclear,basketball,unclear,LOW,12,
/products/basketball-uniforms/,product,Basketball Uniforms,Original Teamwear Design Concepts,basketball uniforms custom basketball uniform manufacturer | oem sublimated jerseys &amp; shorts | p,https://cdn.sanity.io/images/oqpv1xbc/production/283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768.png,image-283fe8fec0e0dc21d80f721b195d14be62d48d05-1376x768-png,POXIOL Basketball Uniforms Basketball Shorts Design,unclear,basketball,unclear,LOW,11,
/products/custom-soccer-match-kit/,product,Custom Soccer Match Kit,,custom soccer match kit custom soccer match kit | poxiol   poxiol custom soccer match kit,https://cdn.sanity.io/images/oqpv1xbc/production/30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941.webp,image-30a56e521bc0b8b7d496804c179c2d4c363b13ba-1672x941-webp,POXIOL Custom Soccer Match Kit,unclear,soccer,unclear,LOW,14,
/products/hoodies-jackets-pullover-hoodies/,product,Hoodies Jackets Pullover Hoodies,,hoodies jackets pullover hoodies pullover hoodies   poxiol hoodies jackets pullover hoodies,https://cdn.sanity.io/images/oqpv1xbc/production/500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941.webp,image-500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941-webp,POXIOL Hoodies Jackets Pullover Hoodies,unclear,hoodies/jackets,unclear,LOW,9,
/products/hoodies-jackets-zip-up-jackets/,product,Hoodies Jackets Zip Up Jackets,,hoodies jackets zip up jackets zip-up jackets   poxiol hoodies jackets zip up jackets,https://cdn.sanity.io/images/oqpv1xbc/production/640daa66104cab60d192a2439f00cc79b5ff5c12-1672x941.webp,image-640daa66104cab60d192a2439f00cc79b5ff5c12-1672x941-webp,POXIOL Hoodies Jackets Zip Up Jackets,unclear,hoodies/jackets,unclear,LOW,6,
/products/hoodies-jackets/,product,Hoodies &amp; Jackets,,hoodies &amp; jackets custom hoodies &amp; jackets manufacturer | team outerwear | poxiol   poxiol h,https://cdn.sanity.io/images/oqpv1xbc/production/3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768.png,image-3c284bf7dacd6c588854e70d851d03dda51fe408-1376x768-png,POXIOL Hoodies &amp; Jackets Custom Uniforms,unclear,hoodies/jackets,unclear,LOW,12,
/products/hoodies-jackets/,product,Hoodies &amp; Jackets,Professional Customization Support,hoodies &amp; jackets custom hoodies &amp; jackets manufacturer | team outerwear | poxiol profession,/images/poxiol-v6/manufacturing_sublimation_printing.png,,POXIOL Sublimation Factory,factory,hoodies/jackets,mismatch,HIGH,0,
/products/hoodies-jackets/,product,Hoodies &amp; Jackets,Professional Customization Support,hoodies &amp; jackets custom hoodies &amp; jackets manufacturer | team outerwear | poxiol profession,/images/poxiol-v6/manufacturing_quality_control.png,,POXIOL QC Protocol,factory,hoodies/jackets,mismatch,HIGH,0,
/products/hoodies-jackets/,product,Hoodies &amp; Jackets,Original Teamwear Design Concepts,hoodies &amp; jackets custom hoodies &amp; jackets manufacturer | team outerwear | poxiol original t,https://cdn.sanity.io/images/oqpv1xbc/production/22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941.webp,image-22b3138b93bebaf819ffc7cb7d07d60b14060d07-1672x941-webp,POXIOL Hoodies Jackets Fleece Outerwear Design,unclear,hoodies/jackets,unclear,LOW,12,
/products/hoodies-jackets/,product,Hoodies &amp; Jackets,Original Teamwear Design Concepts,hoodies &amp; jackets custom hoodies &amp; jackets manufacturer | team outerwear | poxiol original t,https://cdn.sanity.io/images/oqpv1xbc/production/500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941.webp,image-500a7fd38a47376d3b15d737d4b0ffb76f1f0ffb-1672x941-webp,POXIOL Hoodies Jackets Pullover Hoodies Design,unclear,hoodies/jackets,unclear,LOW,9,
